age,tenure_months,monthly_premium,claims_count,claim_amount,support_contacts,satisfaction_score,payment_delay_days,has_dispute,online_engagement,policy_type,region,churn
53,85,95.78,1,322.56,2,4,1,0,10,family,west,1
25,48,111.46,1,28.64,0,2,5,0,9,premium,north,0
47,73,119.3,4,370.05,2,3,1,0,2,premium,east,0
54,44,64.55,1,236.53,1,1,0,0,3,family,east,0
72,67,79.35,0,62.63,2,2,1,0,5,standard,east,0
49,52,80.75,1,115.78,0,3,2,0,3,standard,east,0
40,28,146.74,0,71.99,2,4,5,0,8,premium,east,0
51,84,128.59,1,239.42,1,5,1,0,9,premium,west,0
31,68,141.39,0,344.32,0,4,3,0,8,standard,north,0
26,74,55.61,0,780.95,0,1,2,0,0,standard,north,0
57,91,68.08,2,197.31,2,2,3,0,9,standard,east,0
74,26,143.21,1,29.52,0,3,4,1,3,standard,south,0
66,11,40.0,1,58.28,2,3,3,0,3,standard,north,0
52,57,162.86,1,190.23,1,5,0,0,6,standard,south,0
24,33,56.18,0,119.79,2,1,2,1,1,standard,east,0
74,43,149.52,1,234.21,2,3,4,0,8,standard,west,0
45,24,88.9,1,172.81,0,4,4,0,7,standard,north,0
37,40,156.71,0,63.47,3,3,2,0,4,family,north,0
69,39,232.29,1,105.08,0,2,1,1,3,premium,north,0
61,35,40.44,1,242.24,1,1,0,0,3,standard,west,0
61,72,144.34,0,180.12,0,4,0,0,7,premium,north,0
36,58,56.71,0,236.07,0,4,1,0,10,standard,north,0
74,47,134.94,0,40.81,1,4,5,0,5,premium,south,0
46,13,112.76,1,67.56,2,5,2,0,10,family,north,0
50,56,124.54,1,306.71,0,5,0,0,5,standard,east,0
61,19,88.09,0,42.48,2,1,1,0,0,standard,north,0
56,32,147.32,0,226.21,2,3,1,0,9,premium,south,0
31,41,69.31,0,37.69,2,2,0,0,3,standard,north,0
38,16,163.46,0,147.59,0,5,2,1,7,family,east,0
41,39,105.68,1,92.9,1,1,1,0,5,family,north,0
72,27,70.91,1,62.66,4,4,4,0,6,standard,north,0
59,82,175.82,1,156.69,2,2,3,0,8,premium,west,0
41,82,117.64,0,296.46,0,1,5,0,10,family,west,0
60,3,186.77,1,76.05,3,3,4,0,10,family,south,0
61,59,162.75,1,14.63,0,2,2,0,2,standard,east,0
42,62,92.06,1,122.53,1,4,2,0,0,standard,east,0
43,38,117.03,1,62.08,1,2,2,0,7,standard,west,0
69,46,124.24,2,245.79,4,1,4,0,2,premium,south,0
51,76,173.42,0,92.67,0,1,3,0,3,standard,east,0
29,38,135.31,0,78.53,1,1,2,1,8,standard,west,0
60,8,126.17,0,101.36,1,3,2,1,6,standard,south,0
53,37,113.0,1,296.35,2,2,1,1,6,standard,south,0
48,26,118.23,2,186.78,2,1,3,0,8,standard,north,0
60,38,165.66,1,53.96,2,2,3,1,6,standard,west,0
70,24,120.13,1,40.75,2,5,0,0,10,standard,south,0
39,16,106.18,2,366.53,1,5,3,0,2,premium,east,0
44,94,100.24,3,76.9,2,2,3,0,4,standard,east,1
32,14,100.62,1,302.51,2,3,5,1,4,standard,south,0
56,68,70.93,0,118.62,4,1,2,1,9,standard,south,0
43,69,93.74,1,68.52,0,3,2,0,9,standard,south,0
40,60,172.44,0,73.32,0,4,0,0,3,standard,north,0
58,87,112.77,2,123.14,1,1,4,0,10,premium,west,0
43,3,144.65,0,13.76,2,5,0,0,7,premium,north,0
46,31,40.0,1,70.56,1,5,0,0,2,standard,west,0
45,20,139.89,0,458.26,0,5,2,0,9,family,west,0
35,56,114.35,0,550.18,1,2,0,0,1,premium,west,0
28,62,103.15,0,77.17,0,5,2,0,7,family,north,0
65,86,126.33,0,217.78,3,1,3,0,10,standard,north,1
26,38,102.65,1,183.03,0,5,2,0,7,standard,east,0
39,24,45.66,0,46.65,0,1,1,0,5,premium,north,0
57,88,152.28,2,220.44,0,2,2,0,9,premium,west,1
28,65,128.51,1,99.47,1,5,2,0,2,premium,east,0
56,74,109.01,3,142.98,1,3,2,0,2,standard,west,0
60,44,86.18,1,252.48,1,2,3,0,7,standard,west,0
57,44,68.55,1,105.07,0,2,2,0,8,family,west,0
38,39,127.84,0,104.11,0,2,1,0,3,standard,north,0
23,72,176.47,0,203.42,3,5,1,0,7,premium,west,0
69,22,127.11,0,308.73,2,3,3,0,8,standard,north,0
39,93,71.6,0,195.16,5,1,0,0,6,standard,west,0
64,19,127.88,0,108.3,0,1,2,1,1,premium,east,0
32,45,118.13,1,286.39,0,3,0,0,10,premium,north,0
30,32,150.24,0,177.56,1,1,4,1,3,standard,south,0
63,62,141.24,0,354.87,2,2,0,0,4,standard,east,0
71,66,40.0,1,420.21,1,4,1,0,6,standard,south,0
67,88,139.08,3,192.82,0,5,2,0,2,premium,east,0
61,76,84.88,1,337.82,2,1,2,0,0,standard,north,0
35,26,70.24,1,344.77,1,2,2,0,9,standard,south,0
70,22,113.4,1,128.53,2,2,0,0,8,standard,east,0
57,85,134.38,0,344.7,1,5,3,0,2,premium,north,0
31,48,62.57,0,148.12,1,4,3,0,5,standard,east,0
28,12,144.66,1,235.76,3,5,2,0,8,standard,south,0
68,79,146.72,0,136.98,0,4,3,0,10,standard,west,0
36,63,121.64,1,33.97,2,1,0,0,10,standard,west,0
62,5,89.63,1,502.54,0,5,2,0,0,standard,east,0
29,75,85.72,0,229.11,2,4,5,0,9,premium,south,0
36,59,155.91,1,243.74,2,4,1,0,1,standard,south,0
37,60,67.11,3,159.34,1,2,3,0,6,premium,south,0
36,83,157.26,0,343.0,1,4,1,0,6,standard,west,1
57,49,114.22,1,126.23,2,3,4,0,10,standard,south,0
70,45,116.65,1,132.96,4,2,1,0,6,standard,north,0
70,60,60.22,1,54.6,0,2,1,0,5,family,south,0
61,21,114.86,2,172.0,4,4,1,0,6,standard,south,0
32,17,141.48,0,331.11,1,4,0,1,0,standard,west,0
72,81,73.23,0,127.48,2,2,2,0,0,standard,north,1
50,23,137.45,0,47.65,2,2,3,0,8,standard,south,0
50,49,123.12,0,284.55,0,2,1,0,5,standard,north,0
59,28,97.47,1,204.83,0,4,2,0,7,family,south,0
62,24,149.91,0,463.31,1,2,1,0,5,standard,south,0
72,58,42.92,1,73.44,1,4,3,0,9,family,east,0
52,77,132.13,0,229.72,1,2,5,0,3,standard,west,0
54,44,176.68,1,45.63,1,2,5,0,4,premium,east,0
61,15,170.4,1,140.0,1,1,1,0,2,premium,south,0
35,25,133.64,3,161.39,0,1,1,0,1,standard,east,0
38,18,109.44,0,30.07,2,1,2,0,1,standard,south,0
55,85,97.75,3,314.57,1,1,2,0,1,standard,east,0
25,32,109.4,1,256.96,0,5,1,0,1,standard,west,0
38,37,139.03,2,204.82,4,2,0,0,3,premium,west,0
60,9,91.75,1,48.67,0,3,3,0,4,standard,west,0
73,44,146.51,0,79.94,2,5,0,0,8,premium,south,0
49,87,194.66,0,278.31,2,3,3,0,9,standard,west,0
43,41,117.83,2,138.92,1,2,4,0,5,family,south,0
45,63,72.95,2,117.95,1,4,3,0,6,family,north,0
58,19,72.93,2,337.58,3,4,0,0,1,standard,east,0
50,16,147.18,2,156.93,1,1,2,0,2,family,east,0
23,71,117.91,1,52.86,0,5,0,0,2,standard,west,0
50,9,150.69,1,275.89,2,1,0,0,5,standard,west,0
43,44,101.32,0,46.45,2,2,0,0,3,family,west,0
59,32,149.07,0,139.85,2,5,0,0,2,standard,east,0
68,4,114.46,1,174.03,0,3,3,1,5,premium,east,0
73,52,94.36,0,236.04,3,3,3,0,1,standard,north,0
54,92,105.97,1,36.41,0,5,0,0,9,family,north,0
41,9,78.1,1,10.82,2,3,1,0,8,standard,north,0
45,78,189.63,0,11.45,1,4,0,0,10,standard,north,0
31,53,116.63,3,367.01,4,3,1,0,2,standard,west,0
71,70,142.56,0,30.18,0,1,0,0,6,premium,east,0
66,11,101.21,1,432.26,2,2,2,0,8,premium,east,0
67,83,83.18,1,296.98,1,4,2,1,4,premium,north,0
39,4,111.81,1,62.08,2,2,0,0,10,standard,east,0
39,87,158.54,0,16.92,0,5,1,0,2,standard,east,0
67,64,101.77,0,148.28,0,5,2,0,1,premium,south,0
50,34,89.53,1,91.12,1,4,1,0,5,standard,north,0
59,3,125.44,1,341.46,0,1,2,0,3,standard,east,0
47,59,137.47,1,172.7,3,4,3,0,6,standard,north,0
45,11,177.5,1,141.12,0,5,0,0,9,premium,east,0
55,59,132.38,0,118.47,3,4,0,0,3,standard,west,0
65,74,142.54,0,235.58,2,4,3,0,8,standard,north,0
39,27,145.17,0,131.14,3,4,0,0,3,family,north,0
64,25,79.64,1,490.88,2,3,1,0,0,standard,south,0
34,23,86.28,2,28.97,1,2,2,0,9,standard,north,0
43,23,82.06,1,108.42,1,3,1,0,5,standard,east,0
70,13,73.37,0,211.82,1,5,3,0,7,family,north,0
72,26,147.84,0,191.97,0,1,0,0,4,family,north,0
70,64,130.15,0,489.95,0,1,1,1,4,premium,south,0
38,31,122.78,0,74.64,0,5,1,1,9,premium,west,0
66,75,40.0,3,4.53,0,5,3,0,6,standard,south,0
71,79,191.94,1,281.07,0,3,5,0,1,family,north,0
73,73,88.7,0,166.61,1,2,1,0,5,family,south,0
23,53,191.81,1,282.82,1,1,0,0,1,standard,north,0
61,32,69.28,0,185.09,1,4,6,0,1,standard,north,0
74,89,91.57,2,8.7,0,3,2,1,10,standard,south,0
62,22,42.9,0,193.94,1,5,4,0,9,premium,west,0
34,46,132.67,0,74.15,1,2,3,0,9,standard,west,0
62,45,81.46,1,108.49,2,4,2,0,1,standard,east,0
27,72,82.44,0,127.63,1,5,3,0,10,family,west,0
47,53,71.96,0,46.41,1,1,5,0,2,standard,south,0
55,77,147.21,2,71.88,1,4,2,1,1,standard,west,0
46,88,144.9,1,247.25,1,4,0,0,6,standard,west,0
59,39,183.42,1,246.97,2,3,2,0,4,family,east,0
34,84,96.0,0,25.27,2,2,1,0,5,premium,north,0
54,18,127.66,0,168.01,1,1,0,0,9,premium,west,0
56,88,74.87,3,266.76,1,1,4,0,6,standard,west,0
55,19,108.27,0,155.19,3,2,4,0,3,standard,south,0
37,82,101.84,1,175.46,0,3,1,0,10,premium,south,0
38,39,136.26,0,27.55,1,3,2,0,7,premium,south,0
35,92,155.6,1,332.47,1,5,2,0,3,standard,west,0
46,15,154.69,1,50.68,1,4,3,1,0,standard,west,0
53,46,90.5,0,103.86,1,5,1,0,1,standard,south,0
41,86,154.95,1,268.51,3,4,2,0,2,premium,north,0
43,7,118.46,2,414.77,1,3,2,1,1,standard,north,0
37,27,108.64,0,111.16,2,5,1,0,10,standard,west,0
33,10,95.2,1,573.04,1,4,1,0,0,standard,south,0
56,32,100.4,1,159.48,1,5,1,0,10,family,west,0
65,39,180.98,1,145.85,3,2,2,0,8,standard,north,0
37,60,130.76,2,58.13,1,4,2,0,0,premium,north,0
67,26,126.11,0,105.76,2,2,2,0,5,standard,south,0
52,17,110.82,1,170.31,1,2,3,0,0,family,south,0
30,18,205.61,0,213.87,1,4,0,0,2,family,west,0
41,90,165.68,1,206.6,1,3,2,0,2,standard,north,0
22,91,94.76,1,96.51,0,4,5,0,7,standard,east,0
24,23,110.42,0,364.75,2,4,2,0,2,premium,west,0
39,21,112.5,0,149.65,3,4,4,0,8,premium,west,0
46,8,125.11,2,142.12,2,1,2,0,7,premium,west,0
64,92,95.46,1,54.33,0,1,3,0,10,standard,north,0
29,68,135.36,1,229.97,0,2,5,1,6,premium,east,0
66,73,170.82,2,135.78,4,2,0,0,4,premium,south,0
34,30,74.02,0,112.41,3,5,0,0,7,standard,west,0
29,62,80.51,0,38.81,0,1,1,0,7,standard,east,0
59,8,103.09,0,40.54,2,3,5,0,2,family,west,0
63,65,104.71,1,184.04,1,4,1,0,2,standard,south,0
54,56,189.95,2,401.97,3,2,2,0,7,standard,east,0
28,33,155.06,0,119.66,2,2,3,0,9,family,west,0
28,69,153.05,0,119.0,1,2,2,0,5,premium,north,0
42,63,110.75,2,232.04,2,3,3,0,9,premium,north,0
45,43,109.98,1,324.18,2,4,3,0,6,premium,south,0
74,20,69.19,0,89.0,2,3,1,0,6,standard,west,0
37,5,147.36,2,55.17,2,5,3,0,4,premium,south,0
32,90,137.19,3,132.88,1,1,2,0,7,standard,north,0
72,29,165.01,0,204.47,2,2,2,0,0,family,west,0
30,31,112.62,0,11.55,2,2,1,0,7,standard,north,0
23,66,115.04,1,99.9,1,2,6,0,4,standard,west,0
44,26,125.95,0,122.33,2,4,3,0,6,standard,west,0
43,37,151.22,0,109.59,3,1,4,1,10,standard,south,0
54,69,68.54,0,34.98,1,2,2,1,4,standard,north,0
68,58,145.76,1,100.22,1,1,2,0,7,standard,south,1
71,64,119.28,0,123.96,1,3,4,1,8,premium,south,0
37,3,82.95,0,63.99,2,5,3,0,1,standard,north,0
73,44,47.04,2,171.28,0,5,4,0,10,family,east,0
55,47,115.22,0,257.07,2,1,3,1,6,family,north,0
25,61,170.67,0,263.7,2,1,5,0,8,standard,west,0
71,17,178.61,1,78.66,1,3,2,0,1,standard,east,0
29,17,132.44,2,201.6,2,2,2,0,3,premium,north,0
53,73,188.67,0,189.34,0,2,2,0,10,standard,east,0
63,65,118.5,0,463.22,0,4,1,0,5,standard,south,0
35,78,153.37,1,202.36,1,2,0,0,0,premium,north,0
36,28,104.21,1,211.37,1,3,2,0,6,premium,north,0
47,95,101.99,1,294.21,1,1,0,0,9,premium,north,0
68,28,96.29,0,44.51,1,5,1,0,0,family,east,1
33,63,47.88,1,146.63,2,1,2,0,2,premium,north,0
57,18,165.05,0,419.13,1,1,1,0,5,standard,north,0
45,88,97.54,0,425.0,1,3,1,0,4,standard,west,0
27,33,91.95,1,100.19,4,5,2,1,1,premium,north,0
59,77,78.7,3,411.46,0,4,3,0,2,premium,south,0
66,33,112.85,1,112.81,0,3,3,0,5,premium,south,0
52,76,181.72,2,175.93,1,2,4,0,6,standard,west,0
31,45,193.28,0,29.17,2,2,1,1,0,premium,east,0
30,8,61.87,2,353.35,1,4,0,0,7,family,north,0
44,20,107.59,1,108.3,1,3,4,0,3,standard,south,0
48,66,83.8,2,36.2,0,4,2,0,10,standard,west,0
51,20,154.59,2,126.41,2,3,0,0,10,family,north,0
34,28,130.03,0,7.53,0,2,0,0,6,family,north,0
48,53,97.72,0,224.82,1,1,3,0,0,standard,east,0
37,26,122.54,0,309.54,5,2,0,0,1,standard,south,0
58,14,103.29,1,56.81,1,2,0,1,3,premium,north,0
64,61,176.5,1,54.84,2,3,3,0,4,standard,east,0
56,67,139.14,2,213.23,1,2,2,0,4,standard,north,0
22,71,143.44,1,232.24,1,4,2,0,8,standard,south,0
74,90,40.0,2,81.9,1,3,0,0,6,premium,west,0
23,14,117.66,1,64.29,4,2,3,0,3,standard,north,0
74,42,192.91,1,272.36,1,1,3,0,10,standard,east,0
23,24,166.41,1,32.48,2,1,3,0,9,standard,south,0
49,86,55.35,0,95.59,0,1,1,0,7,premium,west,0
27,53,109.03,2,62.78,1,2,6,0,2,family,east,0
27,12,77.95,1,210.87,2,2,2,0,9,premium,south,0
58,67,179.89,1,67.44,2,1,2,0,8,standard,south,1
60,6,128.55,2,298.05,0,4,2,0,1,family,south,0
28,28,93.13,0,92.56,0,3,0,0,1,family,west,0
73,70,121.2,1,184.23,2,5,3,0,3,standard,east,1
38,50,40.0,0,68.61,1,5,3,0,6,family,east,0
38,73,82.03,0,159.13,0,1,1,0,9,standard,west,0
37,56,121.28,3,76.64,0,4,1,0,1,standard,north,0
46,81,149.6,0,51.93,2,5,4,0,0,premium,south,0
31,55,52.05,0,231.28,0,5,3,0,7,standard,west,0
44,8,106.66,0,66.88,2,4,2,0,4,family,west,0
33,9,155.34,0,67.99,0,1,1,0,0,standard,north,0
24,75,69.2,0,148.75,1,5,1,0,4,premium,south,0
41,6,128.02,1,168.89,0,5,2,0,0,premium,north,0
57,38,122.31,0,50.08,2,3,0,0,10,standard,east,0
62,4,180.0,0,198.73,1,5,1,0,9,premium,east,0
40,31,111.95,0,71.97,2,3,3,0,4,standard,east,0
39,58,113.99,0,38.31,1,3,0,0,9,standard,west,0
63,19,149.92,0,106.85,2,4,1,0,9,standard,north,0
58,46,73.58,0,105.51,1,4,2,0,0,family,west,0
66,95,112.27,1,186.9,1,3,4,0,6,premium,south,0
70,9,104.05,2,474.85,1,4,1,0,2,premium,north,0
65,8,115.14,2,146.76,1,5,1,0,3,standard,west,0
71,28,149.69,0,206.02,2,4,1,0,6,premium,west,0
44,79,139.4,0,28.27,1,5,1,0,1,premium,west,0
42,40,93.8,0,307.83,1,3,3,0,10,family,west,0
39,62,124.78,0,121.44,1,3,1,1,5,premium,north,1
34,6,172.17,1,41.7,0,4,2,0,9,standard,north,0
61,71,90.9,2,299.74,0,3,0,0,0,family,south,0
59,9,125.08,0,125.67,1,1,1,0,8,premium,north,0
64,69,113.24,0,266.42,3,3,0,0,3,standard,west,0
30,16,117.79,0,509.52,1,1,3,0,7,premium,south,0
48,82,62.93,3,31.77,1,4,1,0,5,standard,north,0
33,30,169.38,2,69.33,3,4,3,0,6,premium,west,0
69,20,92.9,0,233.91,2,4,2,0,6,standard,east,0
36,34,155.91,0,132.48,3,5,2,0,5,premium,south,0
29,3,98.25,1,8.72,0,4,3,0,4,standard,west,0
52,18,98.11,1,97.37,0,2,1,0,10,family,east,0
68,58,162.46,1,110.8,0,1,1,0,10,standard,east,0
70,30,154.79,0,125.79,2,1,4,0,6,standard,north,0
27,35,127.3,3,67.05,3,5,3,1,1,standard,east,0
39,78,146.64,3,362.5,0,4,3,0,0,standard,south,0
30,14,109.9,1,28.31,1,2,2,0,10,premium,east,0
38,39,119.71,2,177.02,0,5,1,0,2,standard,north,0
50,20,96.84,1,82.7,2,2,3,0,7,standard,south,0
36,47,151.64,0,77.58,2,4,1,0,7,family,north,0
25,33,95.73,0,330.02,0,2,1,0,9,premium,west,0
49,7,171.98,0,106.02,0,4,1,0,3,standard,south,0
24,9,108.95,1,177.77,1,1,2,0,6,standard,north,0
34,82,120.72,0,245.28,0,4,6,0,5,family,east,0
22,8,146.56,2,137.29,3,3,0,0,2,standard,west,0
26,75,120.84,0,333.19,1,3,3,0,8,standard,west,0
45,88,109.57,1,37.44,1,1,3,0,8,standard,west,0
67,46,118.95,1,185.92,2,2,1,0,5,premium,west,0
63,32,151.28,0,478.28,0,1,3,0,9,standard,west,0
27,75,96.8,1,174.42,0,4,2,0,6,family,south,0
23,94,115.58,1,21.46,1,1,1,0,8,standard,south,0
39,14,120.36,0,190.82,1,5,2,0,8,premium,north,0
56,92,150.26,0,372.63,1,1,2,0,9,standard,west,0
61,90,116.51,1,98.43,0,3,4,0,7,family,west,0
65,16,183.29,0,97.42,0,5,3,0,0,standard,north,0
40,8,114.52,0,227.16,0,3,5,0,10,standard,east,0
30,69,111.68,1,198.2,0,3,1,1,10,standard,north,0
23,10,114.01,2,141.26,0,5,4,0,8,standard,west,0
29,58,73.92,1,71.49,2,1,3,1,10,standard,north,0
25,9,83.71,2,89.58,3,3,6,0,2,standard,east,0
67,67,101.43,1,53.61,4,3,2,0,9,premium,south,0
36,24,159.75,1,18.73,3,4,3,0,1,standard,north,0
65,11,118.84,1,308.0,2,4,1,0,7,standard,west,0
51,9,103.04,2,236.1,0,3,3,0,5,standard,south,0
50,20,162.93,1,219.44,1,3,5,0,9,standard,south,0
46,53,174.29,2,216.46,1,2,2,0,5,family,north,0
65,10,163.94,0,113.71,0,2,1,0,6,standard,south,0
24,77,90.14,0,101.58,3,5,4,0,3,premium,north,0
26,59,102.67,0,42.13,0,4,1,0,5,standard,east,0
44,30,183.48,1,250.47,0,4,4,0,4,standard,east,0
42,94,128.44,0,671.24,4,1,2,0,10,family,north,0
50,64,110.63,1,184.77,0,2,2,0,5,premium,west,0
61,65,145.14,0,276.46,1,2,1,0,2,premium,south,0
53,19,155.26,2,277.23,2,5,2,0,0,standard,east,0
35,69,100.0,2,389.37,1,5,1,0,9,premium,west,0
39,55,127.68,1,63.26,2,2,1,0,6,family,west,0
61,94,152.43,0,28.87,1,3,0,0,4,standard,east,0
32,47,79.39,2,157.86,4,4,3,0,3,standard,north,0
48,66,120.43,1,122.35,0,1,2,0,3,family,south,0
50,34,81.0,0,633.31,0,3,3,0,6,standard,west,0
61,6,85.57,0,54.41,3,2,3,0,5,standard,east,0
59,14,100.29,0,473.49,0,3,2,0,5,standard,east,0
46,83,136.7,0,123.34,2,4,1,0,7,standard,west,0
38,71,108.73,0,48.36,2,4,3,1,10,standard,east,0
41,36,97.31,1,415.03,1,1,3,0,2,standard,west,0
43,67,121.8,0,64.19,1,2,0,1,6,standard,west,0
33,3,79.86,1,277.66,2,2,4,0,8,standard,west,0
55,6,135.01,1,161.4,1,4,5,0,5,standard,north,0
33,50,159.6,0,472.34,2,2,0,0,4,premium,west,0
56,61,117.23,0,320.74,0,3,3,0,5,premium,west,0
61,90,112.91,1,120.75,2,2,2,1,7,standard,east,0
72,73,133.07,1,416.5,0,2,2,0,3,standard,south,0
28,26,49.0,1,202.2,1,3,2,0,1,family,north,0
62,78,138.79,1,144.27,3,2,2,0,0,premium,east,0
26,48,228.57,2,158.72,2,1,2,0,0,family,east,0
39,79,115.71,0,285.44,1,1,3,0,9,family,west,0
31,19,115.83,0,115.79,0,3,0,0,1,standard,south,0
30,5,146.03,1,90.25,0,1,2,0,7,standard,north,0
31,8,177.59,1,72.9,0,1,5,0,1,standard,east,0
24,95,154.12,1,182.86,1,5,3,1,5,standard,west,0
65,10,44.55,0,77.64,0,5,2,0,8,premium,north,0
25,90,139.72,0,288.45,0,3,1,0,1,standard,north,0
43,70,210.02,1,113.49,0,4,2,0,5,family,west,0
59,16,141.79,2,213.98,2,1,1,0,4,premium,north,0
74,83,79.59,1,333.56,0,1,5,0,8,family,south,0
67,16,129.86,4,397.25,1,1,3,0,6,premium,west,0
29,16,75.18,1,168.87,0,1,0,0,8,standard,west,0
74,56,163.15,1,15.69,1,1,1,0,6,standard,north,0
56,29,86.54,0,16.99,2,4,3,0,2,premium,west,0
31,30,122.6,0,282.99,0,4,3,0,6,standard,west,0
45,21,89.98,0,60.08,0,4,3,0,10,family,west,0
70,59,100.87,0,109.19,4,2,4,0,4,standard,south,0
42,5,172.02,0,313.12,0,2,2,0,8,premium,east,0
31,25,123.62,2,91.28,1,2,1,1,7,standard,south,0
68,54,100.43,1,42.28,1,1,2,0,0,premium,south,0
72,48,79.92,1,112.17,0,3,5,0,0,premium,east,0
73,68,54.49,1,245.26,0,3,1,0,6,standard,south,0
72,23,76.21,0,89.73,1,2,1,1,2,family,south,0
68,63,123.92,1,221.31,0,2,1,0,4,premium,south,0
46,73,154.31,1,43.67,0,3,0,0,4,standard,north,0
32,39,100.39,1,70.93,2,1,6,0,5,family,west,0
54,26,174.97,0,113.52,2,3,0,0,7,family,west,0
33,54,94.89,0,342.34,0,2,1,0,4,standard,south,0
47,56,111.67,0,99.77,0,4,3,0,1,standard,west,0
56,11,82.21,0,87.8,0,4,5,0,5,family,west,0
72,55,154.68,0,88.12,2,2,2,0,9,premium,south,0
37,17,193.41,0,221.14,1,2,1,0,3,standard,east,0
35,55,58.34,1,262.59,2,3,3,1,8,standard,north,0
60,89,107.88,2,331.85,2,1,1,0,5,standard,west,0
22,52,164.27,2,523.34,2,1,3,0,2,standard,north,0
52,73,69.36,0,183.78,3,1,2,0,5,standard,west,0
61,31,139.83,1,78.58,0,2,2,0,5,standard,south,0
51,88,162.75,4,126.81,2,3,2,0,8,standard,east,0
42,78,122.74,2,63.03,1,2,5,0,7,premium,east,0
65,88,139.26,1,159.29,2,3,1,0,1,premium,south,0
41,71,181.63,0,73.1,2,4,2,0,0,premium,west,0
59,63,188.19,0,330.48,1,4,0,1,1,standard,south,0
46,51,117.83,1,173.25,0,3,2,0,7,standard,north,0
23,89,101.37,0,404.92,2,3,1,0,5,premium,west,0
50,81,87.8,0,255.94,2,3,6,0,4,premium,north,0
24,41,154.19,3,239.54,1,3,1,0,5,standard,north,0
71,10,71.99,0,41.94,4,4,1,0,0,premium,north,0
53,3,111.16,1,220.85,1,3,2,0,6,standard,south,1
41,24,123.59,2,515.85,5,2,1,0,1,standard,west,0
47,8,102.39,0,102.29,1,5,0,0,6,premium,east,0
54,22,129.79,0,296.18,3,5,2,1,1,standard,north,0
35,13,209.76,1,30.43,2,5,2,0,3,standard,south,0
37,94,115.74,2,54.67,1,5,4,0,10,family,east,0
44,11,104.76,0,133.97,3,2,2,1,7,standard,west,0
35,61,155.54,1,89.05,2,5,4,1,9,premium,east,0
62,35,128.39,1,72.13,1,4,3,0,5,standard,south,1
27,19,170.38,1,89.43,1,5,4,0,7,family,west,0
65,68,125.76,0,203.55,2,1,2,1,5,standard,north,0
40,93,111.31,2,298.7,2,1,0,0,6,family,west,0
51,76,57.57,2,216.23,0,1,3,0,6,standard,north,0
30,93,63.31,0,225.34,3,5,3,1,0,family,south,0
42,57,55.75,1,138.59,1,2,0,0,6,premium,north,0
61,65,133.28,1,53.2,3,1,2,0,1,standard,west,0
36,16,72.32,0,130.13,1,4,2,0,6,premium,south,0
29,82,163.95,0,162.4,1,4,1,0,1,standard,west,0
49,72,121.06,2,307.98,4,5,1,0,9,standard,west,1
30,26,111.45,0,448.55,0,3,4,0,6,standard,north,0
38,35,90.47,0,191.28,0,4,6,0,5,premium,north,0
45,59,141.78,0,286.32,1,4,0,0,10,standard,west,0
51,4,91.84,1,11.83,0,4,2,0,10,premium,east,0
55,79,85.51,0,111.96,0,3,3,0,3,premium,west,0
57,29,161.59,0,138.07,1,1,0,0,10,standard,east,0
66,9,132.41,1,212.23,0,1,3,0,4,standard,west,0
25,33,111.78,1,455.74,2,5,4,0,3,premium,south,0
41,80,142.45,2,182.91,3,1,1,0,10,standard,east,0
22,28,120.31,1,26.13,2,1,2,0,9,standard,west,0
22,53,133.41,2,227.26,1,5,1,0,9,standard,east,0
33,78,91.41,0,105.28,2,5,2,0,4,standard,west,0
53,6,192.46,0,211.58,0,3,5,0,6,premium,north,0
69,73,99.71,1,240.79,1,1,3,0,10,standard,west,0
62,29,174.46,0,24.06,2,3,1,0,0,family,south,0
56,67,113.39,0,132.39,3,1,3,0,10,premium,north,0
63,20,148.25,1,136.32,0,2,1,0,10,family,east,0
31,15,145.7,2,181.24,0,3,0,0,4,premium,east,0
66,76,160.14,0,77.19,1,5,2,0,0,standard,west,0
69,78,90.58,0,59.08,0,1,1,0,3,standard,east,0
27,94,157.65,0,450.71,2,4,3,0,1,standard,north,0
46,65,184.63,1,167.74,1,1,2,0,7,premium,west,0
65,46,110.95,0,65.0,3,3,2,0,3,premium,south,1
47,21,121.21,2,91.2,0,4,2,0,4,standard,east,0
66,30,101.68,1,464.78,1,1,0,0,6,premium,east,0
71,63,107.87,2,349.5,0,4,3,0,7,standard,south,0
47,35,179.9,0,82.86,3,5,1,0,1,premium,south,0
25,47,84.85,0,53.98,3,2,1,0,4,standard,east,0
40,18,87.03,1,57.86,2,4,2,0,1,standard,west,0
33,43,176.38,1,324.27,2,3,1,1,5,standard,west,0
47,25,141.86,0,99.52,1,5,3,0,3,family,west,0
53,13,194.21,0,34.44,3,3,2,0,4,premium,north,0
46,15,104.23,0,93.65,2,5,3,1,1,standard,north,0
32,51,124.42,0,179.79,2,1,1,0,8,standard,north,0
37,37,96.88,2,130.53,2,2,1,0,3,standard,west,0
58,12,125.02,1,353.64,3,3,1,0,6,standard,north,0
23,50,57.91,1,181.46,1,5,2,0,7,premium,east,0
33,18,143.97,1,200.34,1,4,5,0,7,standard,west,0
69,4,131.32,0,274.28,0,2,0,1,0,standard,east,0
27,15,117.99,1,264.16,1,5,0,0,9,standard,north,0
43,44,106.34,1,93.25,2,4,0,0,7,premium,north,0
32,91,88.68,1,54.9,1,3,1,0,8,standard,east,0
